Key	Type	Desc	English	Français
Skills/MiningPerk	Text		+{0} Mining skill	+{0} compétence de minage
Skills/Range	Text		Range combat	Combat à distance
Skills/RangeDesc	Text		Shooting with ranged weapons improves your firepower.	Tirer avec des armes à distance améliore votre puissance de feu.
Skills/RangePerk	Text		+{0} Range combat skill	+{0} Compétence de combat à distance
Skills/Running	Text		Running	Course
Skills/RunningDesc	Text		Running increases your movement speed.	Courir augmente votre vitesse de déplacement.
Skills/RunningPerk	Text		+{0} Running skill	+{0} compétence de course
Skills/Vitality	Text		Vitality	Vitalité
Skills/VitalityDesc	Text		Defeating enemies makes you tougher and increases your maximum health.	Vaincre des ennemis vous rend plus résistant et augmente votre santé maximale.
Skills/VitalityPerk	Text		+{0} Vitality skill	+{0} compétence Vitalité
Souls/SoulDesc1	Text		The soul of Azeos empowers you with the ancient thunder.	L'âme d'Azeos vous habilite avec l'ancien tonnerre.
Souls/SoulDesc2	Text		The soul of Omoroth empowers you with the forces of the depth.	L'âme d'Omoroth vous donne les forces des profondeurs.
Souls/SoulDesc3	Text		The soul of Ra-Akar empowers you with the ancient force of the desert.	L'âme de Ra-Akar vous donne le pouvoir de l'ancienne force du désert.
Souls/SoulTitle1	Text		Soul of Azeos	Âme d'Azeos
Souls/SoulTitle2	Text		Soul of Omoroth	Âme d'Omoroth
Souls/SoulTitle3	Text		Soul of Ra-Akar	Âme de Ra-Akar
Stats/Adventure	Text		Adventure	Aventure
Stats/Defense	Text		Defense	Défense
Stats/Health	Text		Health	Santé
Stats/Offense	Text		Offense	Attaque
TeleportToCore	Text		Teleport to the Core	Téléportation vers le Noyau
TheCore/ActivationSentence1	Text		Thou hast awakened us...	Tu nous as réveillé...
TheCore/ActivationSentence10	Text		In return,* thou shalt be able to go back to whence thou camest.	En échange*, tu pourras retourner d'où tu es venu.
TheCore/ActivationSentence11	Text		By the power with which we now imbue thee, the Great Wall shall be opened as thou layest a hand upon it.	Par le pouvoir dont nous t'imprègnons maintenant, la Grande Muraille sera ouverte dès que tu poseras la main dessus.
TheCore/ActivationSentence2	Text		Never have we seen a creature such as thee.	Jamais nous n'avons vu une créature telle que toi.
TheCore/ActivationSentence3	Text		There once was a thriving civilization here, but it seems all of it has been lost.	Il y avait autrefois une civilisation florissante ici, mais il semble que tout ait été perdu.
TheCore/ActivationSentence4	Text		We must have been dormant for aeons.	Nous avons dû être endormis pendant des éternités.
TheCore/ActivationSentence5	Text		We wonder...	Nous nous demandons...
TheCore/ActivationSentence6	Text		We must ask something of thee.	Nous devons te demander quelque chose.
TheCore/ActivationSentence7	Text		Seek the ancient titans still roaming beyond the Great Wall.	Cherche les anciens titans qui errent encore au-delà de la Grande Muraille.
TheCore/ActivationSentence8	Text		Destroy them and collect their souls.	Détruise-les et récupérez leurs âmes.
TheCore/ActivationSentence9	Text		With their energy we can restore what once was.	Avec leur énergie, nous pouvons restaurer ce qui était autrefois.
TheCore/NextSoulUnderDevelopment	Text	The core will say this line when player has defeated all souls bosses while there still are more bosses being developed during early access.	The next soul is still being shaped by the makers of this world.	La prochaine âme est encore façonnée par les créateurs de ce monde.
TheCore/SoulOfBirdBossHint1	Text	"{0} will be replaced with the direction of the nature biome such as ""north east"" or ""south"""	The flourishing wilderness in which Azeos resides thrives {0} from here.	La nature sauvage florissante dans laquelle vit Azeos prospère {0} à partir d'ici.
TheCore/SoulOfBirdBossHint2	Text		Azeos has a liking for shiny glimmering objects.	Azeos aime les objets brillants et scintillants.
TheCore/SoulOfOctopusBossHint1	Text		The sunken sea in which Omoroth resides can be found to the {0} from here.	La mer engloutie dans laquelle réside Omoroth se trouve au {0} d'ici.
TheCore/SoulOfOctopusBossHint2	Text		Omoroth only arises from the depth when there's a lure valuable enough for it.	Omoroth ne surgit de la profondeur que lorsqu'il y a un leurre suffisamment précieux pour cela.
TheCore/SoulOfScarabBossHint1	Text		The desert of beginnings in which Ra-Akar resides can be found to the {0} from here.	Le désert des origines dans lequel Ra-Akar réside se trouve au {0} d'ici.
TheCore/SoulOfScarabBossHint2	Text		Ra-Akar slumbers deep in the sands and only emerges when disturbed by intruders.	Ra-Akar sommeille profondément dans le sable et n'émerge que lorsqu'il est dérangé par des intrus.
TheCore/TheGreatWallHint1	Text		Thou must travel far out to the Great Wall and lay a hand upon it to open it.	Tu dois voyager loin jusqu'à la Grande Muraille et poser la main dessus pour l'ouvrir.
TheCore/TheGreatWallHint2	Text		The titans can be found beyond the Great Wall.	Les titans se trouvent au-delà de la Grande Muraille.
TotalItemLevel	Text		Total item level: {0}	Niveau d'objet total: {0}
TurnOffSeasons	Text		Turn off seasons	Désactiver les saisons
WeaponSecondary/ArcSlash	Text		Wide Slash	Taillade large
WeaponSecondary/ChargedMultishot	Text		Strong Multishot	Tir Multiple puissant
WeaponSecondary/ChargedShot	Text		Strong Shot	Tir puissant
WeaponSecondary/ChargedThrust	Text		Charged Thrust	Poussée chargée
WeaponSecondary/ExplosiveBolt	Text		Explosive Projectile	Projectile explosif
WeaponSecondary/PiercingShot	Text		Piercing Shot	Tir de perforation
WeaponSecondary/TrailingCrystals	Text		Trailing Crystals	Cristaux de traînée
WeaponSpeed	Text		{0} attacks per second	{0} attaques par seconde
additionalItemGained	Text	"For example"" Gained 5 extra mushroom soup!"""	Gained {0} extra {1}!	Vous avez gagné {0} {1} supplémentaires!
additionalSlotsStat	Text		+{0} inventory slots	+{0} emplacements d'inventaire
ancientCoins	Text	"For example ""14 ancient coins"""	{0} ancient coins	{0} pièces anciennes
anyCommonEdibleObject	Text	Shown on items as a requirement for the material used in crafting	Any cooked food of uncommon or lower rarity	Tout aliment cuit de rareté rare ou inférieure
anyRareEdibleObject	Text	Shown on items as a requirement for the material used in crafting	Any cooked food of rare or higher rarity	Tout aliment cuit de rareté ou de rareté supérieure
anySandObject	Text		Any sand ground or wall	Tout sol ou mur de sable
areYouSure	Text		Hardcore!? Are you sure?	Hardcore! ? Es-tu sûr?
audioOptions	Text		Audio settings	Paramètres audio
back	Text		Back	Retour
backToTitle	Text		Exit to title screen	Retour à l'écran titre
bagSlot	Text		Bag slot	Emplacement de sac
banPlayerDialogue	Text		Do you want to ban this player?	Voulez-vous bannir ce joueur ?
base	Text	Shown as title in crafting window	Base	Base
body	Text	Option to choose gender	Body	Corps
buffsOwner	Text		Buffs owner with: {0}	Améliore le détenteur avec: {0}
buffsOwnerTitle	Text		Buffs owner with:	Améliore le détenteur avec:
buildings	Text		Buildings	Bâtiments
buy	Text		Buy	Acheter
canBeCooked	Text	Shown as a tag in description of items  that can be cooked.	Can be cooked	Peut être cuit
canBeEquippedInOffhand	Text		Can be equipped in off-hand	Peut être équipé en main libre
canBePainted	Text		Can be painted	Peut être peint
cancelDialogue	Text		Cancel	Annuler
cantBanAdmin	Text		You cannot ban admins.	Vous ne pouvez pas bannir les administrateurs.
cantBanYourself	Text		You cannot ban yourself	Vous ne pouvez pas vous interdire
cantBeReinforced	Text		Cannot be reinforced	Ne peut pas être renforcé
cantRemoveAdmin	Text		You cannot remove admin privileges from this player.	Vous ne pouvez pas supprimer les privilèges d'administrateur de ce joueur.
cantRemoveAdminFromYourself	Text		You cannot remove admin privileges from yourself.	Vous ne pouvez pas vous retirer les privilèges d'administrateur.
cattle	Text		Cattle	Bétail
caughtItem	Text	Shown in chat when for example catching an item through fishing where {0} is the name of the item	Caught: {0}	Attrapé: {0}
changeProfile	Text		Change profile	Changer de profil
character	Text		Character	Personnage
characterBackground	Text	As in what type of character such as Miner, Explorer etc.	Background	Antécédent
cheatDeath	Text		Cheated death!	La mort trompée!
chestSlot	Text	Chest as in the breast armor slot	Chest slot	Emplacement d'armure
click	Text		Click	Cliquez sur
clickToActivate	Text		Click to activate.	Cliquez pour activer.
clickToDeactivate	Text		Click to deactivate.	Cliquez pour désactiver.
components	Text		Components	Composants
confirm	Text		Confirm	Confirmer
connecting	Text		Connecting...	Connexion...
connectionFailed	Text		Connection failed	La connexion a échoué
continue	Text		Continue	Continuer
controls	Text		Controls	Contrôles
cooking	Text		Cooking	Cuisson
copyGameID	Text		Copy game ID	Copier l'ID du jeu
crafting	Text	Shown as title in crafting window	Crafting	Artisanat
createCharacter	Text		Create character	Créer un personnage
creativeModeOptions	Text		Creative mode options	Options du mode créatif
crystalSlot	Text	Used as hint when hovering a slot that needs a crystal	Crystal slot	Emplacement de cristal
currentlySaving	Text		Saving...	Sauvegarde...
damage	Text	"The damage of an item like a trap or a turret shown when hovering it, for example ""19-22 damage"""	{0}-{1} damage	{0}-{1} dégâts
dateFormat	Text	"{0} = year (number)
{1} = day (number)
{2} = month (word) (please see the ""months"" string)
 
e.g. for english: May 25, 1991"	{2} {1}, {0}	{2} {1}, {0}
delete	Text		Delete	Supprimer
deleteCharacter	Text		Delete character	Supprimer le Personnage
deleteCharactersMenu	Text		Delete characters menu	Menu de suppression de Personnage
deleteSaveDatasTitle	Text		Delete progress	Supprimer la progression
developersGallery	Text		Developers' gallery	Galerie des développeurs
disableGodMode	Text		Disable god mode	Désactiver le mode dieu
disableWorldSimulation	Text		Pause world	Monde en pause
dodge	Text	This text appears when a character dodges an attack	dodge	esquiver
done	Text		Done	Fini
down	Text		Move down	Descendre
dresser	Text		Dresser	Commode
dropToWorld	Text		"Drop item:
{0}"	Objet jeté: {0}
durability	Text	"For example ""Durability 159/500"""	Durability: {0}/{1}	Durabilité: {0}/{1}
durabilityLost	Text		Some durability on equipment was lost.	Une certaine durabilité de l'équipement a été perdue.
durationMin	Text	"Shown at end of buff text with a duration such as ""+2 health every sec for 1 min"" where 
{0} is replaced with  ""+2 health every sec"" and
{1} is replaced with ""1"""	{0} for {1} min	{0} pendant {1} minutes
durationMinSec	Text	"Shown at end of buff text with a duration such as ""+2 health every sec for 1 min 15 sec"" where 
{0} is replaced with  ""+2 health every sec"" and
{1} is replaced with ""1""
{2} is replaced ""15"""	{0} for {1} min {2} sec	{0} pendant {1} min {2} s
durationSec	Text	"Shown at end of buff text with a duration such as ""+2 health every sec for 25 sec"" where 
{0} is replaced with  ""+2 health every sec"" and
{1} is replaced with ""25"""	{0} for {1} sec	{0} pendant {1} s
electrictyIconHoverDesc	Text	Shown when hovering over the electricity icon in buildings that require it	This building requires electricity	Ce bâtiment nécessite de l'électricité
emptySlot	Text		Empty slot	Emplacement vide
enableGodMode	Text		Enable god mode	Activer le mode dieu
enableWorldSimulation	Text		World paused	Monde Arrêté
enterGameId	Text		Enter Game ID	Entrez l'ID du jeu
enterHost	Text		Enter host IP address	Entrez l'adresse IP de l'hôte
enterName	Text	Hint shown on text input to enter name	Enter name...	Entrez le nom...
enterPort	Text		Enter host port	Entrez le port hôte
equipment	Text		Equipment	Équipement
equipmentPreset1	Text		Equipment 1	Équipement 1
equipmentPreset2	Text		Equipment 2	Équipement 2
equipmentPreset3	Text		Equipment 3	Équipement 3
exit	Text		Exit	Quitter
experience	Text		Experience: {0}/{1}	Expérience: {0}/{1}
experienceGained	Text		+{0} xp	+{0} xp
explosiveDamage	Text		{0}-{1} explosive damage	{0}-{1} dégâts explosifs
eyeColor	Text	Option to choose color of eyes	Eye color	Couleur des yeux
food	Text		Food	Nourriture
foodFormat	Text	"{0} = food adjective,
{1} = food noun,
{2} = food type
Turns into for example ""Hearty Mushroom Soup"" when cooking Heart berries with mushrooms in the cooking pot. "	{0} {1} {2}	{0} {1} {2}
fullness	Text	"For example ""Fullness 159/500"", shown on items like water can"	Fullness: {0}/{1}	Remplissage: {0}/{1}
gainedItem	Text	Shown in chat when for example gaining a polished version of a ring when crafting where {0} is the name of the item	Gained {0}!	Vous avez gagné {0}!
gainedSoul	Text		Gained soul of {0}!	A gagné l'âme de {0}!
gameMenu	Text	Shown as title when opening the pause menu in game	Game Menu	Menu du jeu
gamepad	Text		Gamepad	Manette de jeu
gear	Text		Gear	Equipement
godModeOptionDesc	Text		"God mode features: 
- Player can move through objects
- Player can destroy objects in one hit
- Items doesn't drop from destroyed objects
- Player can place objects faster
- Objects are not consumed when used"	Caractéristiques du mode Dieu:  - Le joueur peut se déplacer à travers les objets - Le joueur peut détruire les objets en un seul coup - Les objets ne tombent pas des objets détruits - Le joueur peut placer les objets plus rapidement - Les objets ne sont pas consommés lorsqu'ils sont utilisés
graphicsAPIOption	Text	{0} will be replaced with the name of the graphics api	Play Core Keeper using {0}	Jouez à Core Keeper avec {0}
hair	Text	Option to choose hair style	Hair	Cheveux
hairColor	Text	Option to choose hair color	Hair color	Couleur de cheveux
hardcoreDeathMessage	Text		You died. Character has been lost.	Tu es mort. Le personnage a été perdu.
helmSlot	Text		Helm slot	Emplacement de casque
hideCreativeUI	Text		Hide Creative UI	Cacher l'interface utilisateur créative
high	Text		High	Haut
holdToSkip	Text	"{0} is replaced with a button/key so for example ""Hold SPACE to skip"". This is used in intro slides of the game."	Hold {0} to skip intro	Maintenez {0} pour sauter l'intro
incubator	Text		Incubator	Incubateur
infinity	Text		Infinity	Infini
ingredients	Text		Ingredients:	Ingrédients:
instrumentItem	Text	Shown as a tag text in the description of items that are instruments	Instrument	Instrument
itemDescFormat	Text	"For example ""+3 Torch"""	+{0} {1}	+{0} {1}
joinTheGame	Text		Join	Rejoindre
keyBackspace	Text		BACKSPACE	RETOUR ARRIÈRE
keyCtrl	Text		CTRL	CTRL
keyE	Text		E	E
keyEnter	Text		ENTER	ENTRER
keyEsc	Text		ESC	ESC
keyItem	Text	Shown on items that are used as a key	Key item	Élément clé
keyM	Text		M	M
keyRightCtrl	Text		RIGHT CTRL	CTRL DROIT
keyRightShift	Text		RIGHT SHIFT	MAJ DROIT
keyShift	Text		SHIFT	MAJ
keySpace	Text		SPACE	ESPACE
keyStart	Text	Name of the Start button on the gamepad	START	COMMENCER
keyTab	Text		Tab	Tabulation
keyboard	Text		Keyboard	Clavier
lanternSlot	Text		Lantern slot	Emplacement pour lanterne
leaveTheGame	Text		Leave	Partir
left	Text		Move left	Se déplacer à gauche
legalBlurb	Text		© 2021. Core Keeper is a trademark or registered trademark of Pugstorm AB. Published by Fireshine Games.	© 2021. Core Keeper is a trademark or registered trademark of Pugstorm AB. Published by Fireshine Games.
level	Text		Level: {0}	Niveau: {0}
loading	Text		Loading...	Chargement...
low	Text		Low	Faible
makeAdmin	Text		Do you want to give this player admin privileges?	Voulez-vous donner à ce joueur des privilèges d'administrateur ?
materials	Text	Used as header when showing required materials in crafting for example	Materials:	Matériaux:
